id:ID,label,file_type,category,source_file,labels:LABEL
paper_0106_robotics_activegs_active_scene_reconstruction_using_gaussian_splatting,ActiveGS Active Scene Reconstruction using Gaussian Splatting,document,Robotics,0106_[Robotics]_ActiveGS Active Scene Reconstruction using Gaussian Splatting.md,Entity;Document;Robotics
paper_0107_robotics_gsplatvnm_point_of_view_synthesis_for_visual_navigation_models_using_g,GSplatVNM Point-of-View Synthesis for Visual Navigation Models Using G,document,Robotics,0107_[Robotics]_GSplatVNM Point-of-View Synthesis for Visual Navigation Models Using G.md,Entity;Document;Robotics
paper_0108_robotics_pop_gs_next_best_view_in_3d_gaussian_splatting_with_p_optimality,POp-GS Next Best View in 3D-Gaussian Splatting with P-Optimality,document,Robotics,0108_[Robotics]_POp-GS Next Best View in 3D-Gaussian Splatting with P-Optimality.md,Entity;Document;Robotics
paper_0110_robotics_grad_nav_vision_language_model_enabled_visual_drone_navigation_with_g,GRaD-Nav++ Vision-Language Model Enabled Visual Drone Navigation with G,document,Robotics,0110_[Robotics]_GRaD-Nav++ Vision-Language Model Enabled Visual Drone Navigation with G.md,Entity;Document;Robotics
paper_0111_robotics_vista_open_vocabulary_task_relevant_robot_exploration_with_online,"VISTA Open-Vocabulary, Task-Relevant Robot Exploration with Online",document,Robotics,"0111_[Robotics]_VISTA Open-Vocabulary, Task-Relevant Robot Exploration with Online.md",Entity;Document;Robotics
paper_0112_robotics_igl_nav_incremental_3d_gaussian_localization_for_image_goal_navigati,IGL-Nav Incremental 3D Gaussian Localization for Image-goal Navigati,document,Robotics,0112_[Robotics]_IGL-Nav Incremental 3D Gaussian Localization for Image-goal Navigati.md,Entity;Document;Robotics
paper_0113_robotics_splatsearch_instance_image_goal_navigation_for_mobile_robots_using_3d_ga,SplatSearch Instance Image Goal Navigation for Mobile Robots using 3D Ga,document,Robotics,0113_[Robotics]_SplatSearch Instance Image Goal Navigation for Mobile Robots using 3D Ga.md,Entity;Document;Robotics
paper_0114_robotics_active3d_active_high_fidelity_3d_reconstruction_via_hierarchical_unce,Active3D Active High-Fidelity 3D Reconstruction via Hierarchical Unce,document,Robotics,0114_[Robotics]_Active3D Active High-Fidelity 3D Reconstruction via Hierarchical Unce.md,Entity;Document;Robotics
paper_0115_robotics_area3d_active_reconstruction_agent_with_unified_feed_forward_3d_per,AREA3D Active Reconstruction Agent with Unified Feed-Forward 3D Per,document,Robotics,0115_[Robotics]_AREA3D Active Reconstruction Agent with Unified Feed-Forward 3D Per.md,Entity;Document;Robotics
paper_0116_robotics_3dgsnav_enhancing_vision_language_model_reasoning_for_object_navigat,3DGSNav Enhancing Vision-Language Model Reasoning for Object Navigat,document,Robotics,0116_[Robotics]_3DGSNav Enhancing Vision-Language Model Reasoning for Object Navigat.md,Entity;Document;Robotics
paper_0117_robotics_dream_slam_dreaming_the_unseen_for_active_slam_in_dynamic_environments,Dream-SLAM Dreaming the Unseen for Active SLAM in Dynamic Environments,document,Robotics,0117_[Robotics]_Dream-SLAM Dreaming the Unseen for Active SLAM in Dynamic Environments.md,Entity;Document;Robotics
paper_0118_robotics_loc_nerf_monte_carlo_localization_using_neural_radiance_fields,Loc-NeRF Monte Carlo Localization using Neural Radiance Fields,document,Robotics,0118_[Robotics]_Loc-NeRF Monte Carlo Localization using Neural Radiance Fields.md,Entity;Document;Robotics
paper_0119_robotics_the_nerfect_match_exploring_nerf_features_for_visual_localization,The NeRFect Match Exploring NeRF Features for Visual Localization,document,Robotics,0119_[Robotics]_The NeRFect Match Exploring NeRF Features for Visual Localization.md,Entity;Document;Robotics
paper_0120_robotics_nurf_nudging_the_particle_filter_in_radiance_fields_for_robot_vis,NuRF Nudging the Particle Filter in Radiance Fields for Robot Vis,document,Robotics,0120_[Robotics]_NuRF Nudging the Particle Filter in Radiance Fields for Robot Vis.md,Entity;Document;Robotics
paper_0121_robotics_hgsloc_3dgs_based_heuristic_camera_pose_refinement,HGSLoc 3DGS-based Heuristic Camera Pose Refinement,document,Robotics,0121_[Robotics]_HGSLoc 3DGS-based Heuristic Camera Pose Refinement.md,Entity;Document;Robotics
paper_0122_robotics_gsloc_efficient_camera_pose_refinement_via_3d_gaussian_splatting,GSLoc Efficient Camera Pose Refinement via 3D Gaussian Splatting,document,Robotics,0122_[Robotics]_GSLoc Efficient Camera Pose Refinement via 3D Gaussian Splatting.md,Entity;Document;Robotics
paper_0123_robotics_mulan_wc_multi_robot_localization_uncertainty_aware_active_nerf_with,MULAN-WC Multi-Robot Localization Uncertainty-aware Active NeRF with,document,Robotics,0123_[Robotics]_MULAN-WC Multi-Robot Localization Uncertainty-aware Active NeRF with.md,Entity;Document;Robotics
paper_0124_robotics_vrs_nerf_visual_relocalization_with_sparse_neural_radiance_field,VRS-NeRF Visual Relocalization with Sparse Neural Radiance Field,document,Robotics,0124_[Robotics]_VRS-NeRF Visual Relocalization with Sparse Neural Radiance Field.md,Entity;Document;Robotics
paper_0126_robotics_crossfire_camera_relocalization_on_self_supervised_features_from_an_im,CROSSFIRE Camera Relocalization On Self-Supervised Features from an Im,document,Robotics,0126_[Robotics]_CROSSFIRE Camera Relocalization On Self-Supervised Features from an Im.md,Entity;Document;Robotics
paper_0128_robotics_gsloc_visual_localization_with_3d_gaussian_splatting,GSLoc Visual Localization with 3D Gaussian Splatting,document,Robotics,0128_[Robotics]_GSLoc Visual Localization with 3D Gaussian Splatting.md,Entity;Document;Robotics
paper_0129_robotics_logs_visual_localization_via_gaussian_splatting_with_fewer_traini,LoGS Visual Localization via Gaussian Splatting with Fewer Traini,document,Robotics,0129_[Robotics]_LoGS Visual Localization via Gaussian Splatting with Fewer Traini.md,Entity;Document;Robotics
paper_0130_robotics_splatloc_3d_gaussian_splatting_based_visual_localization_for_augmente,SplatLoc 3D Gaussian Splatting-based Visual Localization for Augmente,document,Robotics,0130_[Robotics]_SplatLoc 3D Gaussian Splatting-based Visual Localization for Augmente.md,Entity;Document;Robotics
paper_0131_robotics_geomgs_lidar_guided_geometry_aware_gaussian_splatting_for_robot_loc,GeomGS LiDAR-Guided Geometry-Aware Gaussian Splatting for Robot Loc,document,Robotics,0131_[Robotics]_GeomGS LiDAR-Guided Geometry-Aware Gaussian Splatting for Robot Loc.md,Entity;Document;Robotics
paper_0132_robotics_gs_evt_cross_modal_event_camera_tracking_based_on_gaussian_splattin,GS-EVT Cross-Modal Event Camera Tracking based on Gaussian Splattin,document,Robotics,0132_[Robotics]_GS-EVT Cross-Modal Event Camera Tracking based on Gaussian Splattin.md,Entity;Document;Robotics
paper_0133_robotics_neuraloc_visual_localization_in_neural_implicit_map_with_dual_complem,NeuraLoc Visual Localization in Neural Implicit Map with Dual Complem,document,Robotics,0133_[Robotics]_NeuraLoc Visual Localization in Neural Implicit Map with Dual Complem.md,Entity;Document;Robotics
paper_0135_robotics_stdloc_from_sparse_to_dense_camera_relocalization_with_scene_speci,STDLoc From Sparse to Dense Camera Relocalization with Scene-Speci,document,Robotics,0135_[Robotics]_STDLoc From Sparse to Dense Camera Relocalization with Scene-Speci.md,Entity;Document;Robotics
paper_0136_robotics_sgloc_semantic_localization_system_for_camera_pose_estimation_from,SGLoc Semantic Localization System for Camera Pose Estimation from,document,Robotics,0136_[Robotics]_SGLoc Semantic Localization System for Camera Pose Estimation from.md,Entity;Document;Robotics
paper_0137_robotics_gsvisloc_generalizable_visual_localization_for_gaussian_splatting_sce,GSVisLoc Generalizable Visual Localization for Gaussian Splatting Sce,document,Robotics,0137_[Robotics]_GSVisLoc Generalizable Visual Localization for Gaussian Splatting Sce.md,Entity;Document;Robotics
paper_0138_robotics_language_embedded_gaussian_splats_legs_incrementally_building_room_scale_representations_with_a_mob,Language-Embedded Gaussian Splats (LEGS) Incrementally Building Room-Scale Representations with a Mob,document,Robotics,0138_[Robotics]_Language-Embedded Gaussian Splats (LEGS) Incrementally Building Room-Scale Representations with a Mob.md,Entity;Document;Robotics
paper_0139_robotics_silvr_scalable_lidar_visual_radiance_field_reconstruction_with_unc,SiLVR Scalable Lidar-Visual Radiance Field Reconstruction with Unc,document,Robotics,0139_[Robotics]_SiLVR Scalable Lidar-Visual Radiance Field Reconstruction with Unc.md,Entity;Document;Robotics
paper_0140_robotics_dynamicgsg_dynamic_3d_gaussian_scene_graphs_for_environment_adaptation,DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation,document,Robotics,0140_[Robotics]_DynamicGSG Dynamic 3D Gaussian Scene Graphs for Environment Adaptation.md,Entity;Document;Robotics
paper_0141_robotics_dqo_map_dual_quadrics_multi_object_mapping_with_gaussian_splatting,DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting,document,Robotics,0141_[Robotics]_DQO-MAP Dual Quadrics Multi-Object mapping with Gaussian Splatting.md,Entity;Document;Robotics
paper_0143_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0143_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0144_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0144_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0145_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0145_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0147_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0147_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0148_slam_supplement_iros,`IROS`,document,SLAM-Supplement,0148_[SLAM-Supplement]_`IROS`.md,Entity;Document;SLAM_Supplement
paper_0149_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0149_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0150_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0150_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0151_slam_supplement_rss,`RSS`,document,SLAM-Supplement,0151_[SLAM-Supplement]_`RSS`.md,Entity;Document;SLAM_Supplement
paper_0152_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0152_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0153_slam_supplement_cvpr,`CVPR`,document,SLAM-Supplement,0153_[SLAM-Supplement]_`CVPR`.md,Entity;Document;SLAM_Supplement
paper_0154_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0154_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0155_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0155_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0156_slam_supplement_eccv,`ECCV`,document,SLAM-Supplement,0156_[SLAM-Supplement]_`ECCV`.md,Entity;Document;SLAM_Supplement
paper_0157_slam_supplement_nips,`NIPS`,document,SLAM-Supplement,0157_[SLAM-Supplement]_`NIPS`.md,Entity;Document;SLAM_Supplement
paper_0158_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0158_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0159_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0159_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0160_slam_supplement_iros,`IROS`,document,SLAM-Supplement,0160_[SLAM-Supplement]_`IROS`.md,Entity;Document;SLAM_Supplement
paper_0161_slam_supplement_ral,`RAL`,document,SLAM-Supplement,0161_[SLAM-Supplement]_`RAL`.md,Entity;Document;SLAM_Supplement
paper_0162_slam_supplement_iros,`IROS`,document,SLAM-Supplement,0162_[SLAM-Supplement]_`IROS`.md,Entity;Document;SLAM_Supplement
paper_0163_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0163_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0164_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0164_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0165_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0165_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0166_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0166_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0167_slam_supplement_eccv,`ECCV`,document,SLAM-Supplement,0167_[SLAM-Supplement]_`ECCV`.md,Entity;Document;SLAM_Supplement
paper_0168_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0168_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0169_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0169_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0170_slam_supplement_ral,`RAl`,document,SLAM-Supplement,0170_[SLAM-Supplement]_`RAl`.md,Entity;Document;SLAM_Supplement
paper_0171_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0171_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0172_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0172_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0173_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0173_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0174_slam_supplement_3dv,`3DV`,document,SLAM-Supplement,0174_[SLAM-Supplement]_`3DV`.md,Entity;Document;SLAM_Supplement
paper_0175_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0175_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0176_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0176_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0177_slam_supplement_ieee_international_conference_on_image_processing,`IEEE International Conference on Image Processing`,document,SLAM-Supplement,0177_[SLAM-Supplement]_`IEEE International Conference on Image Processing`.md,Entity;Document;SLAM_Supplement
paper_0178_slam_supplement_arxiv,`arXiv`,document,SLAM-Supplement,0178_[SLAM-Supplement]_`arXiv`.md,Entity;Document;SLAM_Supplement
paper_0179_slam_supplement_corl,`CoRL`,document,SLAM-Supplement,0179_[SLAM-Supplement]_`CoRL`.md,Entity;Document;SLAM_Supplement
paper_0180_slam_supplement_icml,`ICML`,document,SLAM-Supplement,0180_[SLAM-Supplement]_`ICML`.md,Entity;Document;SLAM_Supplement
paper_0181_general_gsstream_3d_gaussian_splatting_based_volumetric_scene_strea,GSStream 3D Gaussian Splatting based Volumetric Scene Strea,document,General,0181_[General]_GSStream 3D Gaussian Splatting based Volumetric Scene Strea.md,Entity;Document;General
paper_0182_general_progs_towards_progressive_coding_for_3d_gaussian_splatting,ProGS Towards Progressive Coding for 3D Gaussian Splatting,document,General,0182_[General]_ProGS Towards Progressive Coding for 3D Gaussian Splatting.md,Entity;Document;General
paper_0183_general_x_gs_an_extensible_open_framework_unifying_3dgs_architectur,X-GS An Extensible Open Framework Unifying 3DGS Architectur,document,General,0183_[General]_X-GS An Extensible Open Framework Unifying 3DGS Architectur.md,Entity;Document;General
paper_0184_general_denoisesplat_feed_forward_gaussian_splatting_for_noisy_3d_s,DenoiseSplat Feed-Forward Gaussian Splatting for Noisy 3D S,document,General,0184_[General]_DenoiseSplat Feed-Forward Gaussian Splatting for Noisy 3D S.md,Entity;Document;General
paper_0185_general_gst_vla_structured_gaussian_spatial_tokens_for_3d_depth_awa,GST-VLA Structured Gaussian Spatial Tokens for 3D Depth-Awa,document,General,0185_[General]_GST-VLA Structured Gaussian Spatial Tokens for 3D Depth-Awa.md,Entity;Document;General
paper_0186_general_skipgs_post_densification_backward_skipping_for_efficient_3,SkipGS Post-Densification Backward Skipping for Efficient 3,document,General,0186_[General]_SkipGS Post-Densification Backward Skipping for Efficient 3.md,Entity;Document;General
paper_0187_general_surgcalib_gaussian_splatting_based_hand_eye_calibration_for,SurgCalib Gaussian Splatting-Based Hand-Eye Calibration for,document,General,0187_[General]_SurgCalib Gaussian Splatting-Based Hand-Eye Calibration for.md,Entity;Document;General
paper_0188_general_where_what_why_toward_explainable_3d_gs_watermarking,"Where, What, Why Toward Explainable 3D-GS Watermarking",document,General,"0188_[General]_Where, What, Why Toward Explainable 3D-GS Watermarking.md",Entity;Document;General
paper_0189_general_improvedgs_a_high_performance_c_cuda_re_implementation_s,ImprovedGS+ A High-Performance C++CUDA Re-Implementation S,document,General,0189_[General]_ImprovedGS+ A High-Performance C++CUDA Re-Implementation S.md,Entity;Document;General
paper_0190_general_spherical_gof_geometry_aware_panoramic_gaussian_opacity_fie,Spherical-GOF Geometry-Aware Panoramic Gaussian Opacity Fie,document,General,0190_[General]_Spherical-GOF Geometry-Aware Panoramic Gaussian Opacity Fie.md,Entity;Document;General
paper_0191_general_dynamicvggt_learning_dynamic_point_maps_for_4d_scene_recons,DynamicVGGT Learning Dynamic Point Maps for 4D Scene Recons,document,General,0191_[General]_DynamicVGGT Learning Dynamic Point Maps for 4D Scene Recons.md,Entity;Document;General
paper_0192_general_holi_spatial_evolving_video_streams_into_holistic_3d_spatia,Holi-Spatial Evolving Video Streams into Holistic 3D Spatia,document,General,0192_[General]_Holi-Spatial Evolving Video Streams into Holistic 3D Spatia.md,Entity;Document;General
paper_0193_general_embedtalk_triplane_free_talking_head_synthesis_using_embedd,EmbedTalk Triplane-Free Talking Head Synthesis using Embedd,document,General,0193_[General]_EmbedTalk Triplane-Free Talking Head Synthesis using Embedd.md,Entity;Document;General
paper_0194_general_3dgs_hpc_distractor_free_3d_gaussian_splatting_with_hybrid,3DGS-HPC Distractor-free 3D Gaussian Splatting with Hybrid,document,General,0194_[General]_3DGS-HPC Distractor-free 3D Gaussian Splatting with Hybrid.md,Entity;Document;General
paper_0195_general_recondrive_fast_feed_forward_4d_gaussian_splatting_for_auto,ReconDrive Fast Feed-Forward 4D Gaussian Splatting for Auto,document,General,0195_[General]_ReconDrive Fast Feed-Forward 4D Gaussian Splatting for Auto.md,Entity;Document;General
paper_0196_general_colonsplat_reconstruction_of_peristaltic_motion_in_colonosc,ColonSplat Reconstruction of Peristaltic Motion in Colonosc,document,General,0196_[General]_ColonSplat Reconstruction of Peristaltic Motion in Colonosc.md,Entity;Document;General
paper_0197_general_active_view_selection_with_perturbed_gaussian_ensemble_for_t,Active View Selection with Perturbed Gaussian Ensemble for T,document,General,0197_[General]_Active View Selection with Perturbed Gaussian Ensemble for T.md,Entity;Document;General
paper_0198_general_enton_eigenentropy_optimized_neighborhood_densification_in,EntON Eigenentropy-Optimized Neighborhood Densification in,document,General,0198_[General]_EntON Eigenentropy-Optimized Neighborhood Densification in.md,Entity;Document;General
paper_0199_general_vg3s_visual_geometry_grounded_gaussian_splatting_for_semant,VG3S Visual Geometry Grounded Gaussian Splatting for Semant,document,General,0199_[General]_VG3S Visual Geometry Grounded Gaussian Splatting for Semant.md,Entity;Document;General
paper_0200_general_transforming_omnidirectional_rgb_lidar_data_into_3d_gaussian,Transforming Omnidirectional RGB-LiDAR data into 3D Gaussian,document,General,0200_[General]_Transforming Omnidirectional RGB-LiDAR data into 3D Gaussian.md,Entity;Document;General
paper_0201_general_ftsplat_feed_forward_triangle_splatting_network,FTSplat Feed-forward Triangle Splatting Network,document,General,0201_[General]_FTSplat Feed-forward Triangle Splatting Network.md,Entity;Document;General
paper_0202_general_cylindersplat_3d_gaussian_splatting_with_cylindrical_tripla,CylinderSplat 3D Gaussian Splatting with Cylindrical Tripla,document,General,0202_[General]_CylinderSplat 3D Gaussian Splatting with Cylindrical Tripla.md,Entity;Document;General
paper_0203_general_cog2gen3d_sculpturing_3d_semantic_geometric_cognition_for_3,Cog2Gen3D Sculpturing 3D Semantic-Geometric Cognition for 3,document,General,0203_[General]_Cog2Gen3D Sculpturing 3D Semantic-Geometric Cognition for 3.md,Entity;Document;General
paper_0204_general_ssr_gs_separating_specular_reflection_in_gaussian_splatting,SSR-GS Separating Specular Reflection in Gaussian Splatting,document,General,0204_[General]_SSR-GS Separating Specular Reflection in Gaussian Splatting.md,Entity;Document;General
paper_0205_general_gausstwin_unified_simulation_and_correction_with_gaussian_s,GaussTwin Unified Simulation and Correction with Gaussian S,document,General,0205_[General]_GaussTwin Unified Simulation and Correction with Gaussian S.md,Entity;Document;General
paper_0206_general_glosplat_joint_pose_appearance_optimization_for_faster_and,GloSplat Joint Pose-Appearance Optimization for Faster and,document,General,0206_[General]_GloSplat Joint Pose-Appearance Optimization for Faster and.md,Entity;Document;General
paper_0207_general_dsa_srgs_super_resolution_gaussian_splatting_for_dynamic_sp,DSA-SRGS Super-Resolution Gaussian Splatting for Dynamic Sp,document,General,0207_[General]_DSA-SRGS Super-Resolution Gaussian Splatting for Dynamic Sp.md,Entity;Document;General
paper_0208_general_gaussian_wardrobe_compositional_3d_gaussian_avatars_for_fre,Gaussian Wardrobe Compositional 3D Gaussian Avatars for Fre,document,General,0208_[General]_Gaussian Wardrobe Compositional 3D Gaussian Avatars for Fre.md,Entity;Document;General
paper_0209_general_dm_cfo_a_diffusion_model_for_compositional_3d_tooth_generat,DM-CFO A Diffusion Model for Compositional 3D Tooth Generat,document,General,0209_[General]_DM-CFO A Diffusion Model for Compositional 3D Tooth Generat.md,Entity;Document;General
paper_0210_general_virgi_view_dependent_instant_recoloring_of_3d_gaussians_spl,VIRGi View-dependent Instant Recoloring of 3D Gaussians Spl,document,General,0210_[General]_VIRGi View-dependent Instant Recoloring of 3D Gaussians Spl.md,Entity;Document;General
paper_0211_general_intrinsic_geometry_appearance_consistency_optimization_for_s,Intrinsic Geometry-Appearance Consistency Optimization for S,document,General,0211_[General]_Intrinsic Geometry-Appearance Consistency Optimization for S.md,Entity;Document;General
paper_0212_general_generalized_non_exponential_gaussian_splatting,Generalized non-exponential Gaussian splatting,document,General,0212_[General]_Generalized non-exponential Gaussian splatting.md,Entity;Document;General
paper_0213_general_multimodal_prior_guided_importance_sampling_for_hierarchical,Multimodal-Prior-Guided Importance Sampling for Hierarchical,document,General,0213_[General]_Multimodal-Prior-Guided Importance Sampling for Hierarchical.md,Entity;Document;General
paper_0214_general_r3gw_relightable_3d_gaussians_for_outdoor_scenes_in_the_wil,R3GW Relightable 3D Gaussians for Outdoor Scenes in the Wil,document,General,0214_[General]_R3GW Relightable 3D Gaussians for Outdoor Scenes in the Wil.md,Entity;Document;General
paper_0215_general_semgs_feed_forward_semantic_3d_gaussian_splatting_from_spar,SemGS Feed-Forward Semantic 3D Gaussian Splatting from Spar,document,General,0215_[General]_SemGS Feed-Forward Semantic 3D Gaussian Splatting from Spar.md,Entity;Document;General
paper_0216_general_liftavatar_kinematic_space_completion_for_expression_contro,LiftAvatar Kinematic-Space Completion for Expression-Contro,document,General,0216_[General]_LiftAvatar Kinematic-Space Completion for Expression-Contro.md,Entity;Document;General
paper_0217_general_sparse_view_distractor_free_gaussian_splatting,Sparse View Distractor-Free Gaussian Splatting,document,General,0217_[General]_Sparse View Distractor-Free Gaussian Splatting.md,Entity;Document;General
paper_0218_general_flicker_a_fine_grained_contribution_aware_accelerator_for_r,FLICKER A Fine-Grained Contribution-Aware Accelerator for R,document,General,0218_[General]_FLICKER A Fine-Grained Contribution-Aware Accelerator for R.md,Entity;Document;General
paper_0219_general_herogs_hierarchical_guidance_for_robust_3d_gaussian_splatti,HeroGS Hierarchical Guidance for Robust 3D Gaussian Splatti,document,General,0219_[General]_HeroGS Hierarchical Guidance for Robust 3D Gaussian Splatti.md,Entity;Document;General
paper_0220_general_decoupling_motion_and_geometry_in_4d_gaussian_splatting,Decoupling Motion and Geometry in 4D Gaussian Splatting,document,General,0220_[General]_Decoupling Motion and Geometry in 4D Gaussian Splatting.md,Entity;Document;General
paper_0221_general_tokensplat_token_aligned_3d_gaussian_splatting_for_feed_for,TokenSplat Token-aligned 3D Gaussian Splatting for Feed-for,document,General,0221_[General]_TokenSplat Token-aligned 3D Gaussian Splatting for Feed-for.md,Entity;Document;General
paper_0222_general_zero_shot_robotic_manipulation_via_3d_gaussian_splatting_enh,Zero-Shot Robotic Manipulation via 3D Gaussian Splatting-Enh,document,General,0222_[General]_Zero-Shot Robotic Manipulation via 3D Gaussian Splatting-Enh.md,Entity;Document;General
paper_0223_general_artifixer_enhancing_and_extending_3d_reconstruction_with_au,ArtiFixer Enhancing and Extending 3D Reconstruction with Au,document,General,0223_[General]_ArtiFixer Enhancing and Extending 3D Reconstruction with Au.md,Entity;Document;General
paper_0224_general_ufo_4d_unposed_feedforward_4d_reconstruction_from_two_image,UFO-4D Unposed Feedforward 4D Reconstruction from Two Image,document,General,0224_[General]_UFO-4D Unposed Feedforward 4D Reconstruction from Two Image.md,Entity;Document;General
paper_0225_general_geodiff4d_geometry_aware_diffusion_for_4d_head_avatar_recon,GeoDiff4D Geometry-Aware Diffusion for 4D Head Avatar Recon,document,General,0225_[General]_GeoDiff4D Geometry-Aware Diffusion for 4D Head Avatar Recon.md,Entity;Document;General
paper_0226_general_prune_wisely_reconstruct_sharply_compact_3d_gaussian_splat,"Prune Wisely, Reconstruct Sharply Compact 3D Gaussian Splat",document,General,"0226_[General]_Prune Wisely, Reconstruct Sharply Compact 3D Gaussian Splat.md",Entity;Document;General
paper_0227_general_diffusionharmonizer_bridging_neural_reconstruction_and_phot,DiffusionHarmonizer Bridging Neural Reconstruction and Phot,document,General,0227_[General]_DiffusionHarmonizer Bridging Neural Reconstruction and Phot.md,Entity;Document;General
paper_0228_general_sr3r_rethinking_super_resolution_3d_reconstruction_with_fee,SR3R Rethinking Super-Resolution 3D Reconstruction With Fee,document,General,0228_[General]_SR3R Rethinking Super-Resolution 3D Reconstruction With Fee.md,Entity;Document;General
paper_0229_general_no_calibration_no_depth_no_problem_cross_sensor_view_synt,"No Calibration, No Depth, No Problem Cross-Sensor View Synt",document,General,"0229_[General]_No Calibration, No Depth, No Problem Cross-Sensor View Synt.md",Entity;Document;General
paper_0230_general_latent_gaussian_splatting_for_4d_panoptic_occupancy_tracking,Latent Gaussian Splatting for 4D Panoptic Occupancy Tracking,document,General,0230_[General]_Latent Gaussian Splatting for 4D Panoptic Occupancy Tracking.md,Entity;Document;General
paper_0231_general_gsturb_gaussian_splatting_for_atmospheric_turbulence_mitiga,GSTurb Gaussian Splatting for Atmospheric Turbulence Mitiga,document,General,0231_[General]_GSTurb Gaussian Splatting for Atmospheric Turbulence Mitiga.md,Entity;Document;General
paper_0232_general_sapling_nerf_geo_localised_sapling_reconstruction_in_forest,Sapling-NeRF Geo-Localised Sapling Reconstruction in Forest,document,General,0232_[General]_Sapling-NeRF Geo-Localised Sapling Reconstruction in Forest.md,Entity;Document;General
paper_0233_general_artpro_self_supervised_articulated_object_reconstruction_wi,ArtPro Self-Supervised Articulated Object Reconstruction wi,document,General,0233_[General]_ArtPro Self-Supervised Articulated Object Reconstruction wi.md,Entity;Document;General
paper_0234_general_betterscene_3d_scene_synthesis_with_representation_aligned,BetterScene 3D Scene Synthesis with Representation-Aligned,document,General,0234_[General]_BetterScene 3D Scene Synthesis with Representation-Aligned.md,Entity;Document;General
paper_0235_general_gifsplat_generative_prior_guided_iterative_feed_forward_3d,GIFSplat Generative Prior-Guided Iterative Feed-Forward 3D,document,General,0235_[General]_GIFSplat Generative Prior-Guided Iterative Feed-Forward 3D.md,Entity;Document;General
paper_0236_general_swiftndc_fast_neural_depth_correction_for_high_fidelity_3d,SwiftNDC Fast Neural Depth Correction for High-Fidelity 3D,document,General,0236_[General]_SwiftNDC Fast Neural Depth Correction for High-Fidelity 3D.md,Entity;Document;General
